what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580503457
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580691761
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580709624
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580717051
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580719302
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580719380
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580724224
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580727458
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1525580728474
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1525580728661
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1525580744875
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1525580744922
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1525580745047
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580751719
started,bundle,org.eclipse.emf.validation.ui,1.3.0.v200901271722,"org.eclipse.emf.validation.ui",1525580754391
opened,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1525580755438
activated,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1525580755548
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580755641
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1525580759189
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580760642
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580762173
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580765486
closed,editor,utn.frsf.cidisi.idemia.diagram,1.0.0.201011251812,"utn.frsf.cidisi.idemia.diagram.part.IdemiaDiagramEditorID",1525580767491
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.commands"".",1525580767553
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525580767585
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1525580767600
